安全な薬	
PNP	"S01AE03 ·シプロフロキ サシン眼科用製剤
シロックス・シロキサン・シプロフロキサシン・シプロネックス"
NP	"S01AE07 ·モキシフロキサ シン眼科用製剤
フロミキサ·フロキサム·モクシフロクサシン·モナフォックス·モキシフロキサシナム·バモシン·ビガモックス·キシフロドロップ"
NP	"S01AX05 ·ビブロカトール 眼科用薬
ビブロカトール・ビブロカトール・ポシフォルリド"
NP	"S01BA01・デキサメタゾン眼科 用製剤
アキシウオプト、ダラズール、デクサメタソン、デメゾン、デキササイン、デキサフリー、デキサメタゾン、デキサメタゾン、デキサノバ、デキサプロテクト、デキゾゼド、エタフライ、イソプト-マキシデックス、マキシデックス、モノペックス、オフタンデキサ、オプノール、オラトリア、オズルデックス、スペルサデックス"
NP	"S01BA02・ヒドロコルチゾン 眼科用製剤
ヒドロコルチゾン・ソフトコート"
NP	"S01BA04・プレドニゾロン眼科 用製剤
プレドフォルテ、プレドオフタレン、プレドニ、プレドニゾロン、プレドニゾロン、プロビストップト、ウルトラコルテノール"
NP	"S01BA05 ·トリアムシノロン 眼科用製剤
トリアムシノロン・トリセンス"
NP	"S01BA13 ·リメキソロン 眼科用製剤
リメクソロン"
NP	"S01BC03 ·ジクロフェナク眼科 用製剤
ディクロビジョン·ジクロアバク·ジクロフェナク · ジクロフィチル·ディファドール·ディクロフェナク·ナクロフ·ボルタバク·ボルタレン·ボルタレンオフサ"
NP	"S01BC10 ·ネパフェナク 眼科用製剤
ネパフェナク·ネヴァナック"
NP	"S01BC11 ·ブロムフェナック 眼科用製剤
ブロフェスティル·ブロムフェナク·インフラドロップ·イエローックス"
PNP	"S01CA01デキサメタゾンおよび抗感染性眼科 用薬
ブラゾフラミン·デクサメタソン og アンチインフェクティバ·デキサムコール·デキサマイトレックス·デュクレッサ·マキシトロール·ネタクセン·オフタン デキサクロラ·オリデシン·スペルサデックスコンプ·スペルサデックス クロラムフェニコール·トブラデックス·トブラゾン·トブロソプトデックス·トフラコート"
PNP	"S01CB02・プレドニゾロン眼科 用製剤
プレドニゾロン"
NP	"S01EA01エピネフリン眼科 用製剤
アドレナリン"
NP	"S01EA02 ·ジピベフリン眼科 用製剤
ジピベフリン"
NP	"S01EA03 ·アプラクロニジン 眼科用製剤
アプラクロニジン・イオピジン"
NP	"S01EA04 ·クロニジン眼科 用製剤
クロニジン"
NP	"S01EA05 ·ブリモニジン 眼科用製剤
アルファガン・ビプロラスト・ブリグラウ・ブリグラウフリー・ブリモゲン・ブリモニジン・ブリモニジン酒石酸塩・ブリモゼプト・ブリモント・グラウジン・ルクスフェン・オクロブリム"
PNP	"S01EB01 ·ピロカルピン 眼科​​用製剤
ドロピルトン·イソプトカルピネ·ピロカルピン·ピロカルピナ·ピロカルピネ·ピロカルピナム·ピロカルピン·ピロマン"
PNP	"S01EB02 ·カルバコール 眼科用製剤
カルバコリン・ミオスタット"
NP	"S01EB09アセチルコリン眼科 用製剤
アセチルコリン クシ·アセチルコリン·ミオコル-e ·ミオビシン"
PNP	"S01EC03・ドルゾラミド 眼科用製剤
デラゾ·ドルゾラミド·ドルゾラミド·ドルゾマ·ドルゾスチル·イトコ·ノドフリー·ノドム·オディラル·オフティドール·ロザリン·トルソプト·トルソプト-s ·ヴィジドール"
PNP	"S01EC04 ·ブリンゾラミド 眼科用製剤
アゾプト・ブリンゾラミド・ブリンゾラミド・オプティラミド"
NP	"S01ED01 ·チモロール眼科 用製剤
クシモロール·エヨプト·オフタン·オフタン チモロール·オフテンシン·オプティモル·ティモコモド·チモゲル·チモロール·ティモプティック·チモプトール·ティモサン·ビジオブロック"
NP	"S01ED02 ·ベタキソロール 眼科用製剤
ベタクソロール・ベトプティック・オプティベトール"
NP	"S01ED05 ·カルテオロール 眼科用製剤
カルテオール・カルテオロール"
PNP	"S01ED51 ·チモロール配合 眼科用製剤
Akistan · Apleona · Arzotilol · Azarga · Betalataz · Bimabloc · Bimaroz · Bimatoprost · Bimatoprost / Timolol · Bimifree · Bimtim · Bitifrin · Brimonidine / Timolol · Brintox · Brinzolamid / Timolol · Brinzolamide / Timolol · Combigan · Cosopt · Costad · Dorlatim · Dorzolamid + Timolol · Dorzolamid / Timolol · Dorzolamid Comp · Dorzolamide / Timolol · Dorzolamidum + Timololum · Dorzolamidum+Timololum · Dualkopt · Dualux · Duelym · Duokopt · Duotrav · Eltenodo · Filiop · Fixapost · Fixaprost · Fixopost · Fotil · Galya · Ganfort · Ganzed · Glaukostad · Jokath · Kivizidiale · Latacom ·ラタコンプ、ラタノプロスト / チモロール、ラタノスタッド コンプ、ラタキシン、ラティオチム、レニグロン、ノドフリー、ノドム、オキュロコム、オディラルデュオ、オフタスタッド コンプ、オフティドリックス、ロザコム、ロザデュオ、タフルプロスト / チモロール、タフルプロスト チモロール、タプティコム、タブ、ティディマズ、ティラプロックス、チモロール、コンビナスヨナー·ティピフリー·ティルゾプト·トラバブロック·トラボプロスト / チモロール·トレビコプト·トレビコプト コンプ·ヴィジドール·ヴィジドルドゥオ·ヴィジラタン·ヴィジラティコム·ヴィジマコ·Xalacom · Xalcom · Xalofree · Xaloptic · Xatabloc"
NP	"S01EE01・ラタノプロスト眼科 用製剤
アキスタン・カティオランゼ・ラタドロップ・ラタルックス・ラタノプロスト・モノプロスト・ノビオプ・オフタスタッド・ロザプロスト・タナフラ・タノルックス・ビシオラタン・ビジラタン・ザラタン・ザロフリー・ザロプティック・ザロプティックフリー・ザタモント"
NP	"S01EE04 ·トラボプロスト 眼科用製剤
イズバ·ロザトラフ·スタボリオ·ティピフリー·トラグラフカ·トラバタン·トラボプロスト·トレビコプト·ヴィジトラフ"
NP	"S01EE05 ·タフルプロスト眼科 用製剤
サフルタン・タフロタン・タフルプロスト"
NP	"S01FA01・アトロピン眼科 用製剤
アトロピン・硫酸アトロピン・硫酸アトロピン・ミオフレ・リジュネア"
PNP	"S01FA04 ·シクロペントラート 眼科用製剤
シクロジル·シクロペントラート·シクロペントラート·シクロフチル·シクロペントラート·オフタン シクロ·チクロラト"
PNP	"S01FA06 ·トロピカミド 眼科用製剤
ミドリアシル・オフタン・トロピカミド・トロピカミド・トロピカミダム・トロピカミド・ビスミドリアティック"
PNP	"S01FA56 ·トロピカミド配合 眼科用製剤
ミデーン·ミドレーン·ミドリアサート·トロピカミド, コンビナショナー"
PNP	"S01FB01 ·フェニレフリン 眼科用製剤
フェニレフリン・メタオキセドリン・ネオシネフリン・オフタンメタオキセドリン・フェニレフリン"
PNP	"S01GA01・ナファゾリン 眼科用製剤
クリアアイズ・クリアリ・クレイ・ナファゾリン"
PNP	"S01GA51 ·ナファゾリン配合 眼科用製剤
アンティスティナ・プリビン・ベタドリン・ナファゾリン、コンビナスヨナー・オキュロサン"
NP	"S01GA55 ·フェニレフリン配合 眼科用製剤
フェニレフリン、コンビナショナー"
NP	"S01GX01 ·クロモグリク酸 眼科用製剤
アレルゴコモド·アレルゴクロム·クシクロム·レクロリン·ロムダル·ナトリウムクロモグリカット·ポルクロム·ビビドリン"
NP	"S01GX02・レボカバスチン 眼科用製剤
ベナリブ・レボカバスチン・リボスチン"
NP	"S01GX04 ·ネドクロミル 眼科用製剤
ネドクロミル"
NP	"S01GX06 ·エメダスティン 眼科用薬
エマディン・エメダスティン"
NP	"S01GX07・アゼラスチン眼科 用製剤
アレルゴジル·アレスチン·アゼルドロップ·アゼルドロップフリー·アゼラメド·アゼラスチン·アゼラスチンコモド·アゼラスチン·ラスティン"
NP	"S01GX08 ·ケトチフェン 眼科用製剤
アレルゴビジョン·ケタゼド·ケトティフェン·オクティフェックス·ザバク·ザディテン·ザディテン オフタ·ザレルグ"
NP	"S01GX09・オロパタジン 眼科用製剤
オフタヒスト·オロドン フリー·オロパタジン·オロパタジン·オルパラン·オパタノール·オプタモント·スタラゾリン·トレディン"
NP	"S01HA02 ·オキシブプロカイン 眼科用製剤
ノバイン·オブプロ·オフタン オブカイン· オフタセン·オクシブプロカイン·オキシブプロカイン·オキシブプロカイン·オキシブプロカイン塩酸塩·オキシブプロカイン"
NP	"S01HA03 ·テトラカイン 眼科用製剤
テトラカイン​"
NP	"S01HA06 ·シンコカイン 眼科用製剤
シンコカイン"
PNP	"S01JA01 ·フルオレセイン 眼科用製剤
アナテラ・フルオレセイン・フルオレセイン・フルオレセインナトリウム・フルオレサイト"
NP	"S01JA51 ·フルオレセイン配合 眼科用製剤
Combiflure · Fluorescein、Kombinasjoner · Lidocaine & Fluorescein · Lidocaine + Fluorescein · Oftan Flurekain"
NP	"S01LA01 ·ベルテポルフィン 眼科用製剤
ベルテポルフィン・ビスダイン"
NP	"S01LA04・ラニビズマブ眼科 用製剤
ビョーヴィズ、エプルヴィ、ルセンティス、ラニビズマブ、ラニビジオ、ランルスペック、リミラ、シムルシ"
NP	"S01LA05 ·アフリベルセプト 眼科用製剤
アフィヴェグ·アフリベルセプト·アフクリル·アザンティブ·バイアマ·アイゼイ·アイデンツェルト·アイレア·エルックスヴィ·ミンゼプリ·オプヴィズ·パヴブル·ヴゲンフリ·イェサフィリ"
NP	"S01XA20 ·人工涙液およびその他の無刺激性製剤 眼科用
Artelac · Celluvsc · Davilose Forte · Hyprosan · Independente Midler · Lacrisert · Lakrimont · Methocel · Oculac · Oftagel · Øjensalve Ophtha · Posorutin · Refresh Celluvsc · Simplex · Tears Naturale · Vidisic · Visc-Ophtal · Viscotears · Viskøse Øjendråber Ophtha ·ツィエレ・シヴィトリカ"
PNP	"S02BA03 ·プレドニゾロン耳 科用製剤
プレドニゾロン"
PNP	"S02BA07 ·ベタメタゾン 耳科用製剤
ベタメタソン・ディプロティット"
PNP	"S02CA02 ·フルメタゾンおよび抗感染薬 耳科用
フルメタゾンと抗感染症·ロカコルテン-ヴィオホルム"
NP	"S03BA01デキサメタゾン眼科 ・耳科用製剤
デクサメタソン"
PNP	"S03BA02 ·プレドニゾロン 眼科・耳科用製剤
プレドニゾロン"
PNP	"S03CA01デキサメタゾンおよび抗感染薬眼科 用および耳鼻咽喉科用製剤
デクサメタソンと抗感染症·ソフラデックス"
